1,0.0851064,0.0212766,0.765957,0.0212766,0.0851064,0.0212766,2,Bug-8fb2a047-f514-41cb-aa50-7a9b1ffc3152,1382515863008
2,0.125,0.25,0.125,0.25,0.125,0.125,1,Bug-3c813fd2-ba25-4845-909b-48b14cc3c8cf,1379359647317
3,0.0125,0.4375,0.3125,0.075,0.125,0.0375,1,Bug-5b12c5a0-0d84-4ef9-a765-039af2ed4f90,1396991584637
4,0.0769231,0.538462,0.153846,0.0769231,0.0769231,0.0769231,1,Bug-fc0d758d-0867-4d07-8ac2-4203e70ef04b,1380876698750
5,0.0151515,0.893939,0.0151515,0.0454545,0.0151515,0.0151515,1,Bug-2da46a1c-ea80-42a3-8402-521677244ee0,1389014057567
6,0.0747664,0.0560748,0.392523,0.0373832,0.411215,0.0280374,4,Bug-c0b35214-72af-4661-b99a-1fe4c4d08a67,1398346949777
7,0.125,0.125,0.125,0.125,0.375,0.125,4,Bug-318851d3-8675-4d0f-8dae-8c1bbff40c19,1410793476329
8,0.00877193,0.00877193,0.350877,0.114035,0.0964912,0.421053,5,Bug-20829148-4ec3-45e0-9e5b-ddfb63c6e223,1395003487714
9,0.010101,0.727273,0.10101,0.0707071,0.0808081,0.010101,1,Bug-864ca3c8-14ae-4e96-af75-db347cd1587a,1382018585353
10,0.0666667,0.6,0.0666667,0.133333,0.0666667,0.0666667,1,Bug-89961b6a-462b-4aa2-b7d1-de082be450be,1381948694531
11,0.111111,0.444444,0.111111,0.111111,0.111111,0.111111,1,Bug-c740a68e-ca73-4232-a905-c55f04ba6c55,1369806937819
12,0.0434783,0.26087,0.0434783,0.217391,0.0434783,0.391304,5,Bug-126d1d0d-bcc6-45a2-b712-ac5e84343bcf,1380898188828
13,0.120482,0.0120482,0.361446,0.26506,0.228916,0.0120482,2,Bug-84ced712-29ec-4fc6-8199-6954b1dd6367,1400577224888
14,0.166667,0.37037,0.0185185,0.0555556,0.203704,0.185185,1,Bug-4f5ed833-946a-4f33-8ea5-1105250879c0,1382099039340
15,0.125,0.125,0.125,0.25,0.25,0.125,3,Bug-4ed87c29-15be-4b6e-99d6-76eeef4606d1,1399624486748
16,0.0428571,0.571429,0.185714,0.142857,0.0428571,0.0142857,1,Bug-ba930021-6369-4167-b730-43cf663d70f7,1410789035482
17,0.035503,0.106509,0.331361,0.130178,0.360947,0.035503,4,Bug-28e3b6be-890c-439f-9cbb-52306ff90853,1395063660112
18,0.0933333,0.826667,0.0133333,0.04,0.0133333,0.0133333,1,Bug-96238831-7704-4a22-8dc5-821aa3d62163,1379346405115
19,0.0384615,0.615385,0.0384615,0.0769231,0.153846,0.0769231,1,Bug-af37c2d1-d0d2-420b-8f00-1a6901a1380c,1400603350090
20,0.1,0.5,0.1,0.1,0.1,0.1,1,Bug-abbc0639-c9df-4ce4-8a56-47c88a09a5de,1292400350729
21,0.142857,0.285714,0.142857,0.142857,0.142857,0.142857,1,Bug-e39940c7-e7aa-45d5-987e-2d1b5c297c59,1383727455970
22,0.0714286,0.214286,0.0714286,0.0714286,0.428571,0.142857,4,Bug-2f4c3603-d0e0-4f3f-8b57-c16d2662cb88,1346057479645
23,0.0625,0.0625,0.0625,0.0625,0.5,0.25,4,Bug-6bf6e828-de33-4082-a400-16a3b6797c99,1382535788040
24,0.125,0.375,0.125,0.125,0.125,0.125,1,Bug-3186d17b-2e35-40d3-9bc4-98a1b3a76565,1407476565344
25,0.0384615,0.5,0.0384615,0.153846,0.230769,0.0384615,1,Bug-74bceb8d-662e-4a1d-9a1e-1fc978209150,1382032824248
