1,0.0833333,0.0833333,0.0833333,0.583333,0.0833333,0.0833333,3,Bug-f36198b2-96ac-4b6c-aa1c-f7557fe85f06,1261056949438
2,0.0714286,0.142857,0.0714286,0.428571,0.214286,0.0714286,3,Bug-2d6feccc-a867-4977-b80c-0892bb70fc27,1387577741224
3,0.12,0.02,0.42,0.2,0.12,0.12,2,Bug-3024c8f6-bb57-4162-a5b3-f84a917383c2,1350347865392
4,0.3,0.2,0.05,0.35,0.05,0.05,3,Bug-ee3a48a4-d0e0-4c9b-bb4a-45c82d76798d,1386766280690
5,0.0709677,0.083871,0.393548,0.212903,0.141935,0.0967742,2,Bug-1883db62-a532-4ba1-a622-110279f756f3,1400626427190
6,0.04,0.2,0.16,0.12,0.36,0.12,4,Bug-82139132-24eb-4768-9a86-67a65af83790,1390213146883
7,0.142857,0.142857,0.285714,0.142857,0.142857,0.142857,2,Bug-dc0baf99-1810-452f-8a00-76fb8fb51ba7,1394759035971
8,0.0128205,0.769231,0.0128205,0.102564,0.0897436,0.0128205,1,Bug-46e3d066-1c95-4506-a1ba-6ec5c7302987,1386666369408
9,0.0588235,0.411765,0.0588235,0.352941,0.0588235,0.0588235,1,Bug-e6521f4f-0f70-4e59-9bc4-43680a47ba5b,1285878102687
10,0.0621762,0.0414508,0.455959,0.253886,0.119171,0.0673575,2,Bug-089d0f34-1e9d-4890-8512-fe52a5e536b0,1406750717631
11,0.0333333,0.333333,0.133333,0.433333,0.0333333,0.0333333,3,Bug-314aeaa9-ee7a-4c43-9ce5-aa6da7c62a8a,1406561847228
12,0.0277778,0.305556,0.194444,0.0555556,0.361111,0.0555556,4,Bug-d49e01ec-b4ab-4b7d-bfed-a7f76fe3b818,1382634825627
13,0.03125,0.03125,0.8125,0.03125,0.0625,0.03125,2,Bug-407376fc-e677-4397-9cff-be04bc984559,1384258381116
14,0.0714286,0.214286,0.214286,0.357143,0.0714286,0.0714286,3,Bug-9d464ae0-a7a6-432f-9af7-97af4a76f4ce,1386359788643
15,0.0625,0.6875,0.0625,0.0625,0.0625,0.0625,1,Bug-59c55679-ef15-4a14-8c70-5fe8482eb4a0,1322064096802
16,0.669903,0.0242718,0.092233,0.0873786,0.0485437,0.0776699,0,Bug-a5ca600c-e665-46e1-8798-152f118cb71e,1404993961795
17,0.0526316,0.0526316,0.157895,0.263158,0.210526,0.263158,3,Bug-e485ee91-74d7-4fed-9299-375444b02d69,1188497520128
18,0.0571429,0.185714,0.414286,0.228571,0.0571429,0.0571429,2,Bug-e62d87a8-2fc4-488f-8ba5-ff31ba1deba8,1387757097092
19,0.0666667,0.0222222,0.0222222,0.377778,0.444444,0.0666667,4,Bug-596b1f69-79fa-4988-a036-dfbf2f495124,1407164172971
20,0.0797872,0.111702,0.0904255,0.0851064,0.574468,0.0585106,4,Bug-95dd6468-369b-44b3-8ddd-bfea663a168d,1382726378391
21,0.0333333,0.4,0.0333333,0.1,0.0333333,0.4,1,Bug-f10f5f98-82df-458e-8573-1c9c2f465bb7,1313681061013
22,0.0142857,0.0142857,0.414286,0.357143,0.0142857,0.185714,2,Bug-4a0a3fa2-c5c3-4529-8f5f-7498978cfd4f,1383879443805
23,0.142857,0.285714,0.142857,0.142857,0.142857,0.142857,1,Bug-b7c2b08c-dfb4-47ed-9e75-d9fd2fd757ea,1382042756637
24,0.0821918,0.0958904,0.205479,0.479452,0.123288,0.0136986,3,Bug-e24c11b2-9506-42a6-8ced-21ea1bf4aa24,1383121757551
25,0.0833333,0.0833333,0.25,0.0833333,0.0833333,0.416667,5,Bug-d8795466-6621-49c8-94a8-110656340146,1245075070326
26,0.00792864,0.0654113,0.181368,0.126858,0.305253,0.313181,5,Bug-d003fbbf-5487-4c13-a23d-041a8a03f5ad,1380019021216
27,0.0144928,0.0724638,0.492754,0.231884,0.0434783,0.144928,2,Bug-1cdc108a-9026-472e-af3a-953f9f5573da,1379693724841
28,0.293103,0.0344828,0.275862,0.189655,0.0344828,0.172414,0,Bug-6797898f-234b-49b3-9f95-fa716542bcc4,1380707638738
29,0.047619,0.285714,0.142857,0.428571,0.047619,0.047619,3,Bug-39aa4189-9327-4923-9abf-9d73ac92227d,1384197109432
30,0.0333333,0.0666667,0.3,0.366667,0.2,0.0333333,3,Bug-b1f2cc5f-0672-4219-99bd-268e0ca4bbd2,1404138642721
31,0.166667,0.0833333,0.0833333,0.333333,0.25,0.0833333,3,Bug-b552735b-1d77-4cb3-a09a-3e2cecef8f1f,1243374661197
32,0.0344828,0.0344828,0.137931,0.275862,0.0344828,0.482759,5,Bug-f11f9e63-da64-46d9-bbbe-e1441835e0ac,1394950228644
33,0.208333,0.333333,0.125,0.25,0.0416667,0.0416667,1,Bug-e35c2fa9-ed32-4379-bffc-65247fb626b1,1366978624576
34,0.0389016,0.0366133,0.248284,0.231121,0.413043,0.0320366,4,Bug-c569272b-e96c-46c8-807f-f0ee1ee8b50a,1376489225315
35,0.0384615,0.134615,0.211538,0.519231,0.0769231,0.0192308,3,Bug-a73e1887-a7be-41af-b7fb-a36c54815eaa,1221635652514
36,0.0434783,0.0434783,0.391304,0.304348,0.0434783,0.173913,2,Bug-febb8465-dfaf-4036-bd35-00926292fedf,1402063470463
37,0.0769231,0.153846,0.153846,0.461538,0.0769231,0.0769231,3,Bug-e2235db5-ab88-4286-b49f-2a1ea7d09d43,1358980582089
