1,0.450867,0.00578035,0.283237,0.0289017,0.144509,0.0867052
2,0.0434783,0.217391,0.304348,0.0869565,0.0869565,0.26087
3,0.479167,0.0208333,0.1875,0.25,0.0208333,0.0416667
4,0.156627,0.216867,0.144578,0.0060241,0.271084,0.204819
5,0.230769,0.0576923,0.153846,0.0192308,0.0192308,0.519231
6,0.4,0.0285714,0.0285714,0.0285714,0.0285714,0.485714
7,0.264706,0.352941,0.117647,0.117647,0.117647,0.0294118
8,0.142857,0.285714,0.142857,0.142857,0.142857,0.142857
9,0.142857,0.142857,0.142857,0.142857,0.142857,0.285714
10,0.111111,0.333333,0.0555556,0.0555556,0.111111,0.333333
11,0.0285714,0.0857143,0.428571,0.0285714,0.0285714,0.4
12,0.105263,0.0526316,0.263158,0.0526316,0.0526316,0.473684
13,0.313636,0.0954545,0.113636,0.00454545,0.172727,0.3
14,0.157895,0.0263158,0.350877,0.0350877,0.149123,0.280702
15,0.2,0.225,0.125,0.025,0.25,0.175
16,0.162162,0.0810811,0.027027,0.0540541,0.27027,0.405405
17,0.111111,0.111111,0.111111,0.111111,0.111111,0.444444
18,0.491071,0.0446429,0.160714,0.00892857,0.0535714,0.241071
19,0.193548,0.0967742,0.201613,0.33871,0.0483871,0.120968
20,0.047619,0.047619,0.190476,0.047619,0.619048,0.047619
21,0.181818,0.030303,0.212121,0.121212,0.030303,0.424242
22,0.1,0.1,0.1,0.1,0.1,0.5
23,0.124224,0.10559,0.329193,0.149068,0.15528,0.136646
24,0.162791,0.186047,0.162791,0.0232558,0.0232558,0.44186
25,0.0769231,0.615385,0.0769231,0.0769231,0.0769231,0.0769231
26,0.454545,0.0909091,0.0909091,0.0909091,0.0909091,0.181818
27,0.338983,0.0847458,0.0169492,0.0169492,0.169492,0.372881
28,0.037037,0.444444,0.037037,0.296296,0.0740741,0.111111
29,0.0322581,0.0322581,0.290323,0.193548,0.0322581,0.419355
30,0.307692,0.0153846,0.169231,0.138462,0.153846,0.215385
31,0.0172414,0.706897,0.0172414,0.0689655,0.12069,0.0689655
32,0.19171,0.0259067,0.134715,0.450777,0.0621762,0.134715
33,0.111111,0.111111,0.111111,0.111111,0.111111,0.444444
34,0.125,0.125,0.125,0.125,0.125,0.375
35,0.156757,0.00540541,0.0972973,0.00540541,0.610811,0.124324
36,0.0384615,0.5,0.0769231,0.0384615,0.307692,0.0384615
37,0.321429,0.321429,0.0142857,0.221429,0.0214286,0.1
38,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.545455
39,0.176471,0.0294118,0.441176,0.0294118,0.0294118,0.294118
40,0.13253,0.0481928,0.13253,0.0120482,0.385542,0.289157
41,0.153846,0.0384615,0.0769231,0.192308,0.0384615,0.5
42,0.1,0.1,0.1,0.1,0.3,0.3
43,0.0434783,0.0434783,0.173913,0.130435,0.0869565,0.521739
44,0.203947,0.0131579,0.592105,0.111842,0.0197368,0.0592105
45,0.0365854,0.914634,0.0121951,0.0121951,0.0121951,0.0121951
