2,2013,2,2
1,2013,0,1
2,2013,3,3
4,2013,6,1
4,2013,5,2
2,2013,5,5
3,2013,9,7
2,2013,6,5
0,2013,11,4
2,2013,7,6
2,2013,8,76
4,2013,9,6
2,2013,9,103
3,2013,8,6
4,2013,8,2
2,2013,10,130
2,2013,11,103
0,2013,10,3
4,2013,11,5
0,2014,7,6
4,2013,10,8
1,2013,9,21
0,2014,8,4
0,2014,5,8
1,2013,8,11
0,2014,6,4
1,2013,7,1
0,2014,3,2
1,2013,5,1
0,2014,4,5
0,2014,1,5
4,2014,2,7
3,2013,2,1
0,2014,2,8
4,2014,1,7
1,2013,3,1
1,2013,2,1
4,2014,0,11
0,2014,0,2
2,2014,0,97
2,2014,1,137
3,2014,4,6
4,2014,6,10
5,2014,8,2
2,2014,2,113
4,2014,5,10
3,2014,5,15
2,2014,3,127
3,2014,2,16
4,2014,4,12
2,2014,4,116
3,2014,3,8
4,2014,3,9
2,2014,5,174
3,2014,8,9
5,2014,4,5
2,2014,6,146
5,2014,5,2
2,2014,7,131
3,2014,6,15
4,2014,8,9
5,2014,6,2
2,2014,8,93
3,2014,7,11
4,2014,7,5
1,2013,10,32
1,2013,11,26
3,2013,11,5
3,2013,10,9
0,2013,8,2
1,2014,8,23
0,2013,9,4
1,2014,7,25
5,2014,0,3
1,2014,6,38
5,2014,1,4
1,2014,5,34
5,2012,4,1
1,2014,4,26
5,2014,3,2
1,2012,6,1
1,2014,3,22
3,2014,0,7
3,2014,1,13
4,2013,2,1
1,2014,2,24
1,2014,1,30
2,2013,0,1
0,2013,0,1
5,2013,10,1
2,2013,1,4
1,2014,0,16
5,2013,11,4
