1,0.0198151,0.470277,0.323646,0.0171731,0.110964,0.0581242
2,0.297323,0.115679,0.232314,0.0200765,0.309751,0.0248566
3,0.047619,0.333333,0.380952,0.047619,0.142857,0.047619
4,0.722892,0.144578,0.060241,0.0481928,0.0120482,0.0120482
5,0.661765,0.279412,0.0147059,0.0147059,0.0147059,0.0147059
6,0.0408719,0.0027248,0.520436,0.381471,0.0299728,0.0245232
7,0.166811,0.529105,0.0434405,0.00347524,0.230235,0.0269331
8,0.210345,0.706897,0.0689655,0.00689655,0.00344828,0.00344828
9,0.0165289,0.00206612,0.0950413,0.570248,0.0268595,0.289256
10,0.135135,0.027027,0.405405,0.027027,0.162162,0.243243
11,0.109023,0.834586,0.0037594,0.0037594,0.0075188,0.0413534
12,0.45,0.0366667,0.0466667,0.0766667,0.386667,0.00333333
13,0.0625,0.0625,0.375,0.0625,0.375,0.0625
14,0.593023,0.0465116,0.139535,0.0116279,0.197674,0.0116279
15,0.14652,0.813187,0.029304,0.003663,0.003663,0.003663
16,0.219355,0.529032,0.2,0.0107527,0.0193548,0.0215054
17,0.25,0.0884146,0.179878,0.00304878,0.466463,0.0121951
18,0.0749432,0.611658,0.01514,0.177896,0.0643452,0.0560182
19,0.00921659,0.903226,0.00460829,0.00460829,0.0737327,0.00460829
20,0.425641,0.564103,0.0025641,0.0025641,0.0025641,0.0025641
21,0.0897959,0.812245,0.00408163,0.077551,0.00408163,0.0122449
22,0.153846,0.230769,0.5,0.0384615,0.0384615,0.0384615
23,0.0681818,0.598485,0.0852273,0.00189394,0.244318,0.00189394
24,0.0189959,0.823609,0.0325645,0.118046,0.00135685,0.00542741
25,0.0739645,0.0325444,0.189349,0.33432,0.0384615,0.331361
26,0.0333333,0.0111111,0.655556,0.0555556,0.0111111,0.233333
27,0.0344828,0.0344828,0.137931,0.62069,0.0344828,0.137931
28,0.025641,0.025641,0.384615,0.179487,0.025641,0.358974
29,0.0255319,0.714894,0.0425532,0.00425532,0.208511,0.00425532
30,0.0111111,0.366667,0.111111,0.0444444,0.444444,0.0222222
31,0.0328542,0.815195,0.0123203,0.00205339,0.13347,0.00410678
32,0.0909091,0.693939,0.0484848,0.0151515,0.0242424,0.127273
33,0.0666667,0.0666667,0.666667,0.0666667,0.0666667,0.0666667
34,0.2,0.0444444,0.288889,0.333333,0.0444444,0.0888889
35,0.0493827,0.00617284,0.271605,0.135802,0.00308642,0.533951
36,0.163673,0.796407,0.00199601,0.00598802,0.00598802,0.0259481
