2,2013,2,1
3,2013,5,3
1,2013,0,1
5,2013,9,1
4,2013,6,1
2,2013,3,1
3,2013,6,1
3,2013,3,2
4,2013,4,1
3,2013,9,1
2,2013,6,1
4,2013,9,1
2,2013,8,1
5,2013,7,2
3,2013,7,2
3,2013,8,3
2,2013,9,3
5,2013,8,2
4,2013,8,1
2,2013,11,1
4,2012,10,1
0,2012,11,2
0,2012,10,4
2,2009,9,1
3,2011,10,1
0,2014,7,7
0,2014,8,6
1,2013,9,3
0,2014,5,6
1,2013,8,1
5,2013,2,3
0,2014,6,10
0,2014,3,4
0,2010,7,1
5,2013,3,1
5,2013,4,1
0,2014,4,2
0,2014,1,7
1,2013,4,1
3,2013,1,1
0,2010,5,1
0,2014,2,12
3,2013,2,1
1,2013,3,1
4,2012,3,1
2,2012,0,1
1,2013,2,3
0,2010,3,1
0,2014,0,14
1,2013,1,3
3,2013,0,1
5,2013,0,1
2,2012,2,1
1,2012,1,1
4,2014,6,1
3,2014,4,1
3,2014,5,2
3,2014,2,2
4,2014,3,2
3,2014,3,1
3,2014,6,5
3,2014,7,4
4,2014,7,1
0,2009,9,1
0,2009,7,1
0,2009,6,1
5,2012,11,1
0,2010,10,1
0,2010,11,1
1,2012,10,2
1,2012,11,1
2,2008,8,1
5,2009,7,1
3,2013,11,2
3,2013,10,2
0,2013,8,11
0,2013,9,9
0,2013,6,9
1,2012,9,1
5,2012,2,1
0,2013,7,8
0,2013,4,5
5,2012,4,2
0,2013,5,3
0,2013,2,11
3,2014,0,5
0,2013,3,3
3,2014,1,7
3,2010,5,2
0,2013,0,5
1,2012,3,1
0,2013,1,4
5,2012,1,2
0,2011,0,5
2,2011,4,1
0,2011,1,1
3,2011,5,1
4,2011,6,1
2,2011,8,1
0,2013,11,8
5,2011,7,2
1,2011,11,1
1,2011,10,3
5,2011,8,2
0,2008,9,2
1,2008,9,1
0,2008,1,1
0,2013,10,16
3,2008,8,1
2,2012,10,1
2,2012,11,1
4,2013,11,2
4,2013,10,2
0,2012,9,4
0,2012,7,2
0,2012,8,3
0,2012,5,2
0,2012,6,2
0,2012,3,1
4,2010,6,1
4,2014,2,1
0,2012,4,2
0,2012,1,2
4,2014,0,1
2,2014,0,2
5,2011,2,2
5,2011,10,1
1,2011,3,1
4,2010,3,1
2,2014,1,3
5,2014,8,1
2,2014,2,3
0,2011,11,1
0,2011,10,5
2,2014,3,2
5,2014,4,1
2,2014,5,1
2,2014,6,2
5,2014,6,3
2,2014,7,1
3,2012,9,1
5,2014,7,1
1,2013,10,3
1,2013,11,2
3,2012,10,3
0,2007,8,1
2,2009,10,1
4,2008,8,1
3,2009,4,1
3,2009,6,1
5,2014,0,1
0,2011,8,1
1,2014,7,3
5,2010,5,1
1,2014,6,3
0,2011,9,2
5,2014,2,2
0,2011,6,3
5,2014,3,3
0,2011,7,2
3,2012,2,1
1,2014,3,2
4,2011,4,1
3,2012,3,1
1,2014,2,1
0,2011,2,2
1,2014,1,2
5,2013,10,1
3,2012,0,1
1,2014,0,6
5,2013,11,5
2,2013,1,1
