4,2013,7,3
5,2013,9,3
1,2013,0,2
4,2013,6,4
2,2013,3,1
4,2013,5,1
3,2013,3,1
2,2013,4,1
4,2013,4,7
2,2013,5,1
5,2013,5,1
2,2013,7,4
2,2013,8,7
4,2013,9,8
5,2013,8,2
2,2013,9,2
4,2013,8,4
2,2013,10,3
2,2013,11,8
4,2012,11,1
4,2012,10,3
0,2014,7,1
1,2013,9,21
0,2014,8,1
1,2013,8,24
0,2014,5,2
1,2013,7,9
0,2014,6,1
1,2013,6,11
5,2013,4,4
1,2013,5,8
1,2013,4,9
0,2014,1,1
1,2013,3,4
0,2014,2,1
1,2013,2,3
1,2013,1,3
0,2014,0,1
4,2014,6,2
4,2014,5,5
4,2014,4,7
4,2014,3,9
5,2012,6,1
4,2014,8,2
4,2014,7,2
5,2012,11,1
1,2012,10,3
1,2012,11,3
3,2013,10,1
0,2013,8,1
0,2013,9,2
0,2013,6,1
1,2012,9,1
0,2013,7,1
1,2012,8,1
1,2012,7,5
1,2012,6,2
4,2013,3,1
1,2012,5,2
3,2014,1,1
1,2012,4,2
4,2013,0,1
0,2013,11,1
2,2012,10,1
2,2012,11,1
4,2013,11,8
4,2013,10,7
4,2014,2,12
4,2014,1,3
4,2014,0,2
2,2014,0,2
2,2014,1,6
5,2014,8,2
2,2014,2,6
4,2012,7,1
4,2012,6,1
2,2014,3,7
4,2012,5,1
2,2014,4,2
5,2014,4,1
5,2014,5,3
2,2014,6,3
5,2014,6,4
2,2014,7,3
5,2014,7,4
2,2014,8,1
4,2012,9,1
1,2013,10,38
1,2013,11,14
1,2014,8,11
5,2014,0,2
1,2014,7,15
1,2014,6,19
5,2014,1,3
5,2014,2,10
1,2014,5,22
5,2014,3,11
1,2014,4,17
1,2014,3,38
1,2014,2,44
1,2014,1,29
5,2013,10,4
1,2014,0,29
5,2013,11,2
