1,0.0833333,0.583333,0.0833333,0.0833333,0.0833333,0.0833333
2,0.0333333,0.166667,0.233333,0.333333,0.15,0.0833333
3,0.05,0.75,0.05,0.05,0.05,0.05
4,0.0555556,0.722222,0.0555556,0.0555556,0.0555556,0.0555556
5,0.0833333,0.0833333,0.25,0.0833333,0.0833333,0.416667
6,0.0106383,0.755319,0.0531915,0.0744681,0.0106383,0.0957447
7,0.0909091,0.272727,0.0909091,0.0909091,0.0909091,0.363636
8,0.05,0.0166667,0.25,0.283333,0.116667,0.283333
9,0.184211,0.421053,0.131579,0.0263158,0.0263158,0.210526
10,0.026087,0.295652,0.243478,0.0521739,0.165217,0.217391
11,0.0666667,0.666667,0.0666667,0.0666667,0.0666667,0.0666667
12,0.0606061,0.439394,0.0606061,0.287879,0.0757576,0.0757576
13,0.04,0.64,0.04,0.2,0.04,0.04
14,0.0543478,0.0217391,0.076087,0.5,0.0108696,0.336957
15,0.191489,0.0212766,0.638298,0.0212766,0.0212766,0.106383
16,0.0357143,0.821429,0.0357143,0.0357143,0.0357143,0.0357143
17,0.153846,0.230769,0.153846,0.230769,0.0769231,0.153846
18,0.05,0.5,0.05,0.05,0.05,0.3
19,0.027027,0.243243,0.378378,0.027027,0.027027,0.297297
20,0.0606061,0.242424,0.212121,0.030303,0.030303,0.424242
21,0.0625,0.6875,0.0625,0.0625,0.0625,0.0625
22,0.142857,0.142857,0.142857,0.142857,0.142857,0.285714
23,0.0666667,0.666667,0.0666667,0.0666667,0.0666667,0.0666667
24,0.0277778,0.0277778,0.388889,0.0555556,0.166667,0.333333
25,0.0833333,0.0416667,0.75,0.0416667,0.0416667,0.0416667
26,0.176471,0.0588235,0.411765,0.117647,0.117647,0.117647
27,0.117647,0.470588,0.235294,0.0588235,0.0588235,0.0588235
28,0.0714286,0.642857,0.0714286,0.0714286,0.0714286,0.0714286
29,0.0294118,0.264706,0.0294118,0.0294118,0.0294118,0.617647
30,0.0178571,0.696429,0.0178571,0.107143,0.0178571,0.142857
31,0.09375,0.46875,0.03125,0.03125,0.03125,0.34375
32,0.04,0.6,0.2,0.04,0.04,0.08
33,0.0212766,0.148936,0.510638,0.0425532,0.0212766,0.255319
34,0.0625,0.6875,0.0625,0.0625,0.0625,0.0625
35,0.0357143,0.821429,0.0357143,0.0357143,0.0357143,0.0357143
36,0.156627,0.060241,0.439759,0.0542169,0.0060241,0.283133
37,0.411765,0.0882353,0.0882353,0.0588235,0.323529,0.0294118
38,0.030303,0.424242,0.151515,0.030303,0.151515,0.212121
39,0.0232558,0.604651,0.0232558,0.186047,0.0232558,0.139535
40,0.0384615,0.5,0.307692,0.0384615,0.0384615,0.0769231
41,0.0285714,0.2,0.0285714,0.0285714,0.0285714,0.685714
42,0.0217391,0.282609,0.5,0.0652174,0.0217391,0.108696
43,0.0555556,0.722222,0.0555556,0.0555556,0.0555556,0.0555556
44,0.0344828,0.793103,0.0344828,0.0344828,0.0344828,0.0689655
45,0.0555556,0.222222,0.166667,0.111111,0.0555556,0.388889
46,0.0201342,0.00671141,0.275168,0.0671141,0.107383,0.52349
47,0.0909091,0.272727,0.272727,0.0909091,0.0909091,0.181818
48,0.0714286,0.642857,0.0714286,0.0714286,0.0714286,0.0714286
49,0.0434783,0.782609,0.0434783,0.0434783,0.0434783,0.0434783
50,0.125,0.125,0.375,0.125,0.125,0.125
51,0.142857,0.142857,0.285714,0.142857,0.142857,0.142857
52,0.1,0.05,0.15,0.15,0.05,0.5
53,0.0416667,0.0833333,0.125,0.125,0.0416667,0.583333
54,0.0952381,0.761905,0.0714286,0.0238095,0.0238095,0.0238095
55,0.0895522,0.00746269,0.164179,0.455224,0.0373134,0.246269
56,0.025,0.625,0.075,0.025,0.025,0.225
57,0.0185185,0.481481,0.351852,0.0185185,0.0185185,0.111111
58,0.3625,0.2875,0.2875,0.04375,0.00625,0.0125
59,0.0909091,0.545455,0.0909091,0.0909091,0.0909091,0.0909091
60,0.0666667,0.133333,0.4,0.266667,0.0666667,0.0666667
